ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
3,6E 03-26,2025-12-01 06:15:00,Short,1.16885,2025-12-01 06:31:00,1.1689,SL_Short_03,-25.00,24.72,-49.72,-25.00,325.00,Europe High,3,-1.00
4,6E 03-26,2025-12-01 06:51:00,Short,1.16874950879007,2025-12-01 06:56:00,1.1691,SL_Short_04,-87.62,12.36,-99.98,-87.62,12.38,Europe High,4,-1.00
5,6E 03-26,2025-12-01 08:00:00,Short,1.16914940047962,2025-12-01 08:18:00,1.16955,SL_Short_05,-100.15,12.36,-112.51,-100.15,62.35,Europe High,5,-1.00
6,6E 03-26,2025-12-01 08:25:00,Short,1.1697,2025-12-01 08:26:00,1.1698,SL_Short_06,-62.50,30.90,-93.40,-62.50,31.25,Europe High,6,-1.00
7.1,6E 03-26,2025-12-01 09:12:00,Short,1.1712,2025-12-01 12:28:00,1.1685,TP1_Short_07,337.50,6.18,331.32,-12.50,687.50,Europe High,7,3.38
7.2,6E 03-26,2025-12-01 09:12:00,Short,1.1712,2025-12-01 20:33:00,1.16665,TP2_Short_07,568.75,6.18,562.57,-12.50,687.50,Europe High,7,5.69
8,6E 03-26,2025-12-03 02:55:00,Short,1.17064777911164,2025-12-03 03:02:00,1.171,SL_Short_01,-88.06,12.36,-100.42,-88.06,74.44,USA High,1,-1.00
9,6E 03-26,2025-12-03 03:07:00,Short,1.17095,2025-12-03 03:10:00,1.1711,SL_Short_02,-75.00,24.72,-99.72,-75.00,0.00,USA High,2,-1.00
10,6E 03-26,2025-12-03 06:27:00,Short,1.1721,2025-12-03 06:43:00,1.1724,SL_Short_01,-75.00,12.36,-87.36,-75.00,75.00,Europe High,1,-1.00
11,6E 03-26,2025-12-03 07:17:00,Short,1.17204947768281,2025-12-03 07:51:00,1.17255,SL_Short_02,-125.13,12.36,-137.49,-125.13,12.37,Europe High,2,-1.00
12,6E 03-26,2025-12-03 07:58:00,Short,1.1726,2025-12-03 07:59:00,1.17275,SL_Short_03,-75.00,24.72,-99.72,-75.00,0.00,Europe High,3,-1.00
13,6E 03-26,2025-12-03 08:22:00,Short,1.17275,2025-12-03 08:28:00,1.17305,SL_Short_04,-75.00,12.36,-87.36,-75.00,12.50,Europe High,4,-1.00
14,6E 03-26,2025-12-03 08:51:00,Short,1.1729,2025-12-03 09:11:00,1.1732,SL_Short_05,-75.00,12.36,-87.36,-75.00,137.50,Europe High,5,-1.00
15,6E 03-26,2025-12-03 09:16:00,Short,1.17319907862408,2025-12-03 09:16:00,1.1734,SL_Short_06,-75.35,18.54,-93.89,-75.35,0.00,Europe High,6,-1.00
16.1,6E 03-26,2025-12-03 09:40:00,Short,1.1733991902834,2025-12-03 11:01:00,1.1715,TP1_Short_07,237.40,6.18,231.22,-0.20,487.30,Europe High,7,1.90
