ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward
4,MGC 02-26,2025-11-05 01:34:00,Short,4020.99934587081,2025-11-05 04:06:00,4024.2,SL_Short_01,-64.01,3.08,-67.09,-64.01,279.99,USA High,1,-1.00
5.1,MGC 02-26,2025-11-05 04:19:00,Short,4030.29881676808,2025-11-05 06:07:00,4003,TP1_Short_01,272.99,1.54,271.45,-54.02,547.98,Asia High,1,3.90
5.2,MGC 02-26,2025-11-05 04:19:00,Short,4030.29881676808,2025-11-05 10:28:00,4030.29881676808,SL_Short_01,0.00,1.54,-1.54,-54.02,547.98,Asia High,1,0.00
6,MGC 02-26,2025-11-05 12:51:00,Short,4034.4,2025-11-05 12:53:00,4036.4,SL_Short_02,-60.00,4.62,-64.62,-60.00,12.00,Asia High,2,-1.00
7.1,MGC 02-26,2025-11-05 12:56:00,Short,4034.89966759004,2025-11-05 19:12:00,4012.8,TP1_Short_03,221.00,1.54,219.46,-44.01,443.99,Asia High,3,4.25
7.2,MGC 02-26,2025-11-05 12:56:00,Short,4034.89966759004,2025-11-05 23:39:00,4034.89966759004,SL_Short_03,0.00,1.54,-1.54,-44.01,443.99,Asia High,3,0.00
8,MGC 02-26,2025-11-06 03:00:00,Short,4037.3,2025-11-06 03:01:00,4039.6,SL_Short_01,-69.00,4.62,-73.62,-69.00,18.00,USA High,1,-1.00
9,MGC 02-26,2025-11-06 03:15:00,Short,4043.3,2025-11-06 03:16:00,4045.1,SL_Short_02,-72.00,6.16,-78.16,-72.00,8.00,USA High,2,-1.00
10,MGC 02-26,2025-11-06 03:26:00,Short,4052.4,2025-11-06 03:40:00,4054.6,SL_Short_01,-110.00,7.70,-117.70,-110.00,190.00,Europe High,1,-1.00
11,MGC 02-26,2025-11-06 03:48:00,Short,4052.5959085883,2025-11-06 04:15:00,4056.2,SL_Short_01,-72.08,3.08,-75.16,-72.08,45.92,Asia High,1,-1.00
12,MGC 02-26,2025-11-06 04:23:00,Short,4058.49897595727,2025-11-06 04:28:00,4059.8,SL_Short_02,-65.05,7.70,-72.75,-65.05,44.95,Asia High,2,-1.00
