ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
11,MCL 02-25,2025-01-14 11:06:34,Long,77.69,2025-01-14 11:07:52,77.62,SL_Long_02,-140.00,44.00,-184.00,-140.00,20.00,Europe Low,2,-1.00,0,1,0,0,0
12,MCL 02-25,2025-01-14 11:19:01,Long,77.66,2025-01-14 11:23:55,77.55,SL_Long_03,-44.00,8.80,-52.80,-154.00,84.00,Europe Low,3,-0.29,0,1,0,0,0
12.2,MCL 02-25,2025-01-14 11:19:01,Long,77.66,2025-01-14 11:23:55,77.54,SL_Long_03,-120.00,22.00,-142.00,-154.00,84.00,Europe Low,3,-0.78,0,1,0,0,0
13,MCL 02-25,2025-01-14 12:46:36,Long,77.48,2025-01-14 13:28:31,78.11,TP1_Long_02,567.00,19.80,547.20,-21.00,1323.00,USA Low,2,27.00,0,1,0,0,1
13.2,MCL 02-25,2025-01-14 12:46:36,Long,77.48,2025-01-14 13:28:31,78.11,TP1_Long_02,126.00,4.40,121.60,-21.00,1323.00,USA Low,2,6.00,0,1,0,0,1
13.3,MCL 02-25,2025-01-14 12:46:36,Long,77.48,2025-01-14 15:27:27,77.48,SL_Long_02,0.00,19.80,-19.80,-21.00,1323.00,USA Low,2,0.00,0,1,0,0,1
13.4,MCL 02-25,2025-01-14 12:46:36,Long,77.48,2025-01-14 15:27:27,77.47,SL_Long_02,-1.00,2.20,-3.20,-21.00,1323.00,USA Low,2,-0.05,0,1,0,0,1
14,MCL 02-25,2025-01-14 22:33:02,Long,77.48,2025-01-14 23:23:11,77.67,TP1_Long_01,114.00,13.20,100.80,-24.00,228.00,USA Low,1,0.79,0,1,0,0,0
14.2,MCL 02-25,2025-01-14 22:33:02,Long,77.48,2025-01-15 05:06:12,77.48,SL_Long_01,0.00,13.20,-13.20,-24.00,516.00,USA Low,1,0.00,0,1,0,0,0
15,MCL 02-25,2025-01-15 05:30:09,Long,77.31,2025-01-15 05:57:38,77.72,TP1_Long_01,328.00,17.60,310.40,-111.00,641.00,Europe Low,1,41.00,0,1,0,0,2
15.2,MCL 02-25,2025-01-15 05:30:09,Long,77.31,2025-01-15 10:38:15,78.58,TP2_Long_01,1016.00,17.60,998.40,-111.00,1008.00,Europe Low,1,127.00,0,1,0,0,2
16,MCL 02-25,2025-01-15 11:04:58,Short,78.87,2025-01-15 11:05:47,78.96,SL_Short_01,-81.00,19.80,-100.80,-144.00,16.00,Europe High,1,-1.00,0,1,0,0,0
16.2,MCL 02-25,2025-01-15 11:04:58,Short,78.87,2025-01-15 11:05:47,78.97,SL_Short_01,-70.00,15.40,-85.40,-144.00,16.00,Europe High,1,-0.86,0,1,0,0,0
17,MCL 02-25,2025-01-15 11:26:40,Short,79.08,2025-01-15 12:14:41,79.17,SL_Short_02,-81.00,19.80,-100.80,-150.00,705.00,Europe High,2,-0.81,0,1,0,0,0
17.2,MCL 02-25,2025-01-15 11:26:40,Short,79.08,2025-01-15 12:14:41,79.18,SL_Short_02,-60.00,13.20,-73.20,-150.00,705.00,Europe High,2,-0.60,0,1,0,0,0
18.1,MCL 02-25,2025-01-15 12:22:31,Short,79.5,2025-01-15 12:25:00,79.59,SL_Short_01,-9.00,2.20,-11.20,-135.00,120.00,USA High,1,-0.09,0,1,0,0,2
18.2,MCL 02-25,2025-01-15 12:22:31,Short,79.5,2025-01-15 12:25:00,79.6,SL_Short_01,-140.00,30.80,-170.80,-135.00,120.00,USA High,1,-1.41,0,1,0,0,2
19,MCL 02-25,2025-01-15 12:29:17,Short,79.5,2025-01-15 12:31:15,79.6,SL_Short_02,-40.00,8.80,-48.80,-150.00,105.00,USA High,2,-0.40,0,1,0,0,2
19.2,MCL 02-25,2025-01-15 12:29:17,Short,79.5,2025-01-15 12:31:15,79.61,SL_Short_02,-121.00,24.20,-145.20,-150.00,105.00,USA High,2,-1.21,0,1,0,0,2
20,MCL 02-25,2025-01-15 12:37:45,Short,79.57,2025-01-15 13:57:49,79.71,SL_Short_03,-140.00,22.00,-162.00,-140.00,720.00,USA High,3,-1.25,0,1,0,0,2
21,MCL 02-25,2025-01-15 14:16:16,Short,79.93,2025-01-15 15:06:53,80.04,SL_Short_04,-110.00,22.00,-132.00,-154.00,672.00,USA High,4,-1.00,0,1,0,0,2
21.2,MCL 02-25,2025-01-15 14:16:16,Short,79.93,2025-01-15 15:06:53,80.05,SL_Short_04,-48.00,8.80,-56.80,-154.00,672.00,USA High,4,-0.44,0,1,0,0,2
22,MCL 02-25,2025-01-15 15:13:06,Short,80.11,2025-01-15 15:45:18,80.3,SL_Short_05,-152.00,17.60,-169.60,-152.00,184.00,USA High,5,-8.00,0,1,0,0,2
23,MCL 02-25,2025-01-15 16:32:03,Short,80.57,2025-01-16 07:41:20,79.18,TP1_Short_06,278.00,4.40,273.60,-42.00,973.00,USA High,6,1.81,0,1,0,0,2
23.2,MCL 02-25,2025-01-15 16:32:03,Short,80.57,2025-01-16 07:41:20,79.18,TP1_Short_06,278.00,4.40,273.60,-42.00,973.00,USA High,6,1.81,0,1,0,0,2
